case_id,amount,payment_method,failure_type,checkout_intent_score,customer_tenure_days,previous_transactions,previous_failures,previous_recoveries,days_since_failure,retry_count,messages_sent,opted_out,historical_success_rate,prior_recovery_rate,high_value,customer_history_strength,recovered
RC0063040,249.44,card,timeout,0.7826,1310,8,1,2,11,1,2,0,0.6817144006926683,0.6054959757558467,0,0.5916741449658187,1
RC0063041,3595.41,upi,unknown,0.3794,300,12,1,5,10,3,0,0,0.9561899925534404,0.924481872042959,0,0.6906959960353908,1
RC0063042,1702.44,card,authentication_failure,0.499,26,13,1,2,3,0,0,0,0.8496373236174126,0.7277500398035229,0,0.7106519766445112,1
RC0063043,1178.12,card,timeout,0.5375,1081,8,0,0,9,3,0,0,0.9601178578875137,0.46561589202624604,0,0.5916741449658187,1
RC0063044,812.18,netbanking,authentication_failure,0.8629,854,9,0,2,3,3,0,1,1.0,1.0,0,0.6200458888731157,0
RC0063045,1250.92,card,authentication_failure,0.8771,1412,4,1,1,6,1,0,0,1.0,0.6474987909502803,0,0.43339347763417224,0
RC0063046,2765.22,upi,timeout,0.1784,860,8,2,1,12,3,2,0,0.6199326803076509,0.21910006097189758,0,0.5916741449658187,0
RC0063047,2219.65,upi,unknown,0.7984,638,4,1,0,10,3,0,0,0.8688517132692867,0.000500556240822893,0,0.43339347763417224,0
RC0063048,1432.08,upi,temporary_bank_error,0.7089,1261,10,1,0,13,2,2,0,0.9239835877482484,0.0,0,0.6457112531348923,0
RC0063049,670.88,wallet,authentication_failure,0.3379,347,6,0,4,8,3,1,0,0.9214241487184691,0.8721260123818976,0,0.5239995654055677,0
RC0063050,1417.79,upi,unknown,0.5136,1478,8,2,5,7,2,0,0,0.6631541763127333,0.7324491328264128,0,0.5916741449658187,0
RC0063051,931.19,upi,temporary_bank_error,0.6205,984,13,1,1,7,0,2,0,0.8889873493418273,0.28392859140052784,0,0.7106519766445112,0
RC0063052,1566.94,upi,authentication_failure,0.8361,483,9,4,4,8,3,1,0,0.7287390718522165,0.5600307773368657,0,0.6200458888731157,0
RC0063053,3194.0,card,temporary_bank_error,0.787,6,9,2,0,13,2,0,0,0.7141230827007068,0.22452659340846456,0,0.6200458888731157,0
RC0063054,1189.25,upi,authentication_failure,0.7982,34,14,0,3,13,2,3,0,1.0,1.0,0,0.7292305501170816,1
RC0063055,7780.78,upi,unknown,0.3882,469,10,2,3,4,0,0,0,0.6866820802593365,0.6830055815278089,0,0.6457112531348923,0
RC0063056,1154.64,card,timeout,0.3832,914,9,0,2,2,3,2,0,0.9992948567285198,1.0,0,0.6200458888731157,0
RC0063057,436.0,card,temporary_bank_error,0.7729,197,11,1,3,13,1,1,0,0.8927789157518283,0.615972412828456,0,0.669141894960796,1
RC0063058,1548.04,card,temporary_bank_error,0.6172,679,7,3,2,5,1,0,0,0.615683860105392,0.38027970895614066,0,0.55995723371683,0
RC0063059,1118.56,wallet,timeout,0.9673,836,12,2,3,4,0,1,0,0.782672133153964,0.6205205279771089,0,0.6906959960353908,1
RC0063060,33987.84,card,timeout,0.3868,146,6,0,4,3,2,3,0,1.0,0.9119067187862191,1,0.5239995654055677,1
RC0063061,1259.87,netbanking,temporary_bank_error,0.3957,1296,9,1,2,8,3,2,0,0.9076196521351139,0.7056087318125367,0,0.6200458888731157,1
RC0063062,508.92,card,authentication_failure,0.8002,88,7,1,6,7,1,3,0,0.9920456101963226,0.8112487833320403,0,0.55995723371683,0
RC0063063,1864.11,netbanking,temporary_bank_error,0.6695,1332,7,0,3,14,0,0,0,0.8657738467470425,0.8626615962194119,0,0.55995723371683,1
RC0063064,1566.82,wallet,temporary_bank_error,0.4857,540,4,1,1,9,3,2,0,0.7208282662828862,0.4231092919391231,0,0.43339347763417224,0
RC0063065,668.3,upi,expired_instrument,0.6898,1153,3,0,0,12,1,1,0,0.8666136429207629,1.0,0,0.3733048224778867,0
RC0063066,2443.49,card,temporary_bank_error,0.6507,998,10,0,2,9,0,0,0,1.0,1.0,0,0.6457112531348923,1
RC0063067,2912.51,netbanking,temporary_bank_error,0.9412,1341,13,1,0,8,1,0,0,1.0,0.0,0,0.7106519766445112,1
RC0063068,1928.46,upi,authentication_failure,0.6121,532,12,2,4,13,3,2,0,0.9795354946624224,0.5023495496763227,0,0.6906959960353908,1
RC0063069,1434.77,upi,authentication_failure,0.8497,963,9,1,2,11,1,0,0,0.9117586544116075,0.5617062293556077,0,0.6200458888731157,0
RC0063070,1316.18,upi,insufficient_funds,0.344,1373,6,2,1,10,2,1,0,0.46785019295473385,0.12835409792854038,0,0.5239995654055677,0
RC0063071,1059.65,upi,expired_instrument,0.6615,370,13,2,2,5,0,1,0,0.7998220876124869,0.3776663778707885,0,0.7106519766445112,0
RC0063072,605.7,card,expired_instrument,0.7058,1198,9,1,0,9,1,1,0,1.0,0.0,0,0.6200458888731157,0
RC0063073,6359.95,netbanking,timeout,0.6909,448,9,0,2,9,0,2,0,1.0,1.0,0,0.6200458888731157,1
RC0063074,14292.53,netbanking,authentication_failure,0.714,736,8,0,3,8,2,0,0,0.8383151421334094,0.7405791089658614,1,0.5916741449658187,0
RC0063075,751.93,upi,temporary_bank_error,0.7761,1078,13,1,4,0,2,0,0,0.946155133628287,0.7365851322726142,0,0.7106519766445112,1
RC0063076,1078.49,netbanking,insufficient_funds,0.3908,372,6,1,2,2,0,2,0,0.6756026950810127,0.7034084686324791,0,0.5239995654055677,0
RC0063077,717.76,upi,unknown,0.829,457,11,2,6,0,0,1,0,0.8148127565315062,0.7170366793370537,0,0.669141894960796,1
RC0063078,3837.6,upi,timeout,0.4524,1367,10,4,1,3,2,0,0,0.6009414064838153,0.2489733103328004,0,0.6457112531348923,0
RC0063079,759.53,card,temporary_bank_error,0.6572,550,9,0,2,3,3,0,0,0.8621150808980567,1.0,0,0.6200458888731157,1
RC0063080,3259.1,upi,insufficient_funds,0.6278,1064,19,3,2,7,1,1,0,0.9134660023558246,0.4687782825270707,0,0.806698300112059,0
RC0063081,2589.63,upi,insufficient_funds,0.9443,815,5,1,3,10,2,1,0,0.7882010100046121,0.9547973053970491,0,0.4824894837218527,0
RC0063082,1580.2,upi,expired_instrument,0.3908,1465,9,1,0,10,3,1,0,0.8958637275090232,0.0,0,0.6200458888731157,0
RC0063083,5718.38,upi,expired_instrument,0.8739,253,6,2,3,2,0,0,0,0.5864527433176417,0.5519754786375729,0,0.5239995654055677,0
RC0063084,1337.03,upi,timeout,0.693,727,5,1,1,1,0,1,0,0.8967034668879869,0.5353168654169056,0,0.4824894837218527,1
RC0063085,1803.52,card,insufficient_funds,0.7103,62,6,2,2,4,0,1,0,0.6589673997346212,0.18532310209333108,0,0.5239995654055677,0
RC0063086,639.9,upi,expired_instrument,0.835,151,12,1,4,0,0,2,1,0.7000861369025558,0.9451685686468018,0,0.6906959960353908,0
RC0063087,225.97,card,timeout,0.6208,1221,10,1,4,7,2,2,0,0.8234123429219233,0.7386812122525954,0,0.6457112531348923,0
RC0063088,4431.98,upi,expired_instrument,0.7664,1194,4,2,1,5,1,3,0,0.6350954833950184,0.13063994599262319,0,0.43339347763417224,0
RC0063089,1064.2,card,timeout,0.7588,1072,9,3,1,7,2,2,0,0.49141376333737835,0.06568857081596358,0,0.6200458888731157,0
RC0063090,4810.38,card,authentication_failure,0.6031,1035,12,1,1,10,1,2,0,0.9593140453978729,0.7632065672461764,0,0.6906959960353908,0
RC0063091,1334.19,upi,expired_instrument,0.624,3,8,1,1,4,2,1,0,0.9465047519515286,0.7144495517468236,0,0.5916741449658187,0
RC0063092,1640.93,card,temporary_bank_error,0.7693,1011,8,1,1,5,0,0,0,0.9177489915037851,0.5227369355904877,0,0.5916741449658187,1
RC0063093,2144.54,card,expired_instrument,0.7982,560,7,2,3,12,1,2,0,0.6686694962544075,0.7831288575407477,0,0.55995723371683,0
RC0063094,1138.02,netbanking,timeout,0.6242,1022,6,0,4,9,1,3,1,0.8048604858334724,1.0,0,0.5239995654055677,0
RC0063095,456.02,netbanking,authentication_failure,0.489,947,7,1,3,12,2,0,0,0.848980687553124,0.6734740842150156,0,0.55995723371683,0
RC0063096,858.26,card,timeout,0.7447,1226,7,0,3,8,2,3,0,0.8605164205770455,0.7706456665283817,0,0.55995723371683,0
RC0063097,802.73,upi,insufficient_funds,0.6999,1049,9,2,1,0,0,3,0,0.8017071460148323,0.16214775940687634,0,0.6200458888731157,1
RC0063098,1749.42,card,timeout,0.7995,1085,6,0,3,12,0,1,0,1.0,0.5384554049780529,0,0.5239995654055677,0
RC0063099,4651.71,card,unknown,0.602,194,11,1,1,7,2,0,0,1.0,0.03850325019255407,0,0.669141894960796,0
RC0063100,971.42,netbanking,timeout,0.356,506,14,0,2,8,2,3,0,1.0,1.0,0,0.7292305501170816,1
RC0063101,1653.91,card,timeout,0.9288,211,12,0,4,5,3,1,0,1.0,0.7827273640079759,0,0.6906959960353908,1
RC0063102,2205.09,card,timeout,0.8523,555,6,1,1,2,2,0,0,0.8016806484070974,0.29480194453572806,0,0.5239995654055677,0
RC0063103,916.44,card,timeout,0.5977,1118,9,1,6,7,2,0,0,0.9673489604155888,1.0,0,0.6200458888731157,0
RC0063104,2497.6,card,authentication_failure,0.694,1434,13,4,2,8,0,1,0,0.6717230632848394,0.3659384524207729,0,0.7106519766445112,1
RC0063105,4586.87,card,timeout,0.3151,1356,9,4,1,4,0,0,0,0.7652781702518505,0.38853654091397033,0,0.6200458888731157,0
RC0063106,2515.07,card,expired_instrument,0.3817,41,11,1,3,11,3,2,0,0.9314435041319857,0.3075277283160642,0,0.669141894960796,1
RC0063107,1724.77,netbanking,insufficient_funds,0.4629,1112,10,2,0,9,1,2,1,0.9939175994092159,0.2194159724818128,0,0.6457112531348923,0
RC0063108,880.71,upi,temporary_bank_error,0.3813,325,9,3,1,7,3,1,0,0.5726276450228371,0.39740584299931836,0,0.6200458888731157,0
RC0063109,1627.29,card,temporary_bank_error,0.9274,1286,8,1,0,2,3,1,0,1.0,0.2861361343824541,0,0.5916741449658187,1
RC0063110,949.2,card,temporary_bank_error,0.5295,522,9,1,0,9,1,0,0,1.0,0.0,0,0.6200458888731157,0
RC0063111,1093.22,card,authentication_failure,0.5952,995,9,1,2,8,2,1,0,0.8629430240266228,0.39366829210158666,0,0.6200458888731157,0
RC0063112,1622.55,card,temporary_bank_error,0.7948,519,5,1,1,4,2,2,0,0.7094287733242621,0.7359005736285585,0,0.4824894837218527,1
RC0063113,1508.1,upi,unknown,0.793,626,8,0,0,13,0,2,0,0.8697614890840423,0.001525176712209423,0,0.5916741449658187,0
RC0063114,4331.54,upi,unknown,0.4239,579,9,1,3,12,1,2,0,0.8264301483983729,0.6354971771304828,0,0.6200458888731157,0
RC0063115,1092.03,upi,authentication_failure,0.3768,290,7,0,2,1,3,0,0,0.9596637310558565,1.0,0,0.55995723371683,0
RC0063116,2504.62,upi,temporary_bank_error,0.8091,412,12,1,0,9,3,3,0,0.7433754261675688,0.7657704221204656,0,0.6906959960353908,1
RC0063117,1212.76,card,unknown,0.5239,132,5,1,1,9,1,3,0,1.0,0.14331692839796717,0,0.4824894837218527,0
RC0063118,829.82,card,temporary_bank_error,0.5957,351,10,3,1,1,1,0,0,0.5227814715183934,0.39986807630233023,0,0.6457112531348923,0
RC0063119,3014.48,netbanking,unknown,0.3312,827,11,1,4,9,0,3,0,1.0,0.5654208469313158,0,0.669141894960796,0
RC0063120,2569.85,upi,timeout,0.339,338,9,2,4,4,0,0,0,0.6183180785027577,0.7504409486163454,0,0.6200458888731157,1
RC0063121,1080.78,card,authentication_failure,0.6037,829,9,2,1,9,0,2,0,0.8843547267841766,0.05559282908247357,0,0.6200458888731157,0
RC0063122,126.36,upi,unknown,0.6812,522,13,1,4,7,3,1,0,0.8947415750714531,0.8385455128364523,0,0.7106519766445112,0
RC0063123,4666.0,upi,insufficient_funds,0.358,837,7,0,5,12,3,2,0,0.9278661270734523,1.0,0,0.55995723371683,0
RC0063124,3484.76,card,timeout,0.5978,1279,10,1,6,14,1,3,0,0.8766992933421589,1.0,0,0.6457112531348923,1
RC0063125,4801.28,card,unknown,0.8824,1236,7,2,3,13,1,1,0,0.8167403115644177,0.7021956316356811,0,0.55995723371683,1
RC0063126,5025.02,netbanking,authentication_failure,0.81,201,7,3,3,14,1,3,0,0.456876598369894,0.6159815487022148,0,0.55995723371683,0
RC0063127,1822.68,card,temporary_bank_error,0.7798,366,11,1,2,0,0,3,0,0.9612619855258675,0.5784715890455109,0,0.669141894960796,1
RC0063128,1263.44,netbanking,timeout,0.783,1139,14,3,1,14,0,2,0,0.7849908215207827,0.14662584054059563,0,0.7292305501170816,0
RC0063129,392.57,wallet,insufficient_funds,0.864,699,7,1,0,7,1,1,0,0.9925249248968802,0.0,0,0.55995723371683,0
RC0063130,2019.87,upi,expired_instrument,0.7653,138,15,2,4,12,0,0,0,0.9626072598289869,0.6229892506421228,0,0.7466096449557734,1
RC0063131,1228.56,upi,temporary_bank_error,0.9345,728,10,3,2,1,2,2,0,0.6108797950650773,0.5379974796440284,0,0.6457112531348923,1
RC0063132,925.31,upi,temporary_bank_error,0.6868,1229,4,2,1,13,2,3,0,0.6362688070419762,0.42770600880390736,0,0.43339347763417224,0
RC0063133,567.13,netbanking,insufficient_funds,0.8644,564,7,2,2,10,0,1,0,0.5348335060824693,0.42725809071027965,0,0.55995723371683,1
RC0063134,749.77,wallet,temporary_bank_error,0.4579,1191,9,1,3,1,2,3,0,0.8263945336116605,0.4574946914417966,0,0.6200458888731157,1
RC0063135,573.36,wallet,insufficient_funds,0.6396,480,12,0,0,13,3,3,0,1.0,0.0,0,0.6906959960353908,0
RC0063136,4186.15,upi,timeout,0.5175,597,14,1,3,3,0,0,0,0.9252002296251675,0.8735552785639764,0,0.7292305501170816,1
RC0063137,4646.36,card,timeout,0.7481,255,14,3,3,12,1,2,0,0.8172203747714833,0.5225288384556909,0,0.7292305501170816,0
RC0063138,957.77,upi,unknown,0.6343,419,9,2,1,5,3,3,0,0.7304627648791002,0.6316832056703432,0,0.6200458888731157,0
RC0063139,5097.36,card,timeout,0.4901,446,8,0,3,2,2,2,0,0.922885889886684,1.0,0,0.5916741449658187,1
RC0063140,1964.24,upi,insufficient_funds,0.3308,934,18,0,4,10,2,1,0,0.9900095409567844,1.0,0,0.7928859131524942,0
RC0063141,6270.15,upi,timeout,0.7598,1202,6,4,2,13,1,3,0,0.41792946998202196,0.44666518814469497,0,0.5239995654055677,0
RC0063142,2988.6,upi,insufficient_funds,0.8273,1372,9,2,1,2,0,3,0,0.8132362870583221,0.35282224107699406,0,0.6200458888731157,0
RC0063143,3080.61,upi,timeout,0.5186,849,8,1,1,14,1,3,0,0.6302519162998828,0.7158608675504246,0,0.5916741449658187,0
RC0063144,2216.76,card,temporary_bank_error,0.5419,973,9,2,2,6,3,0,0,0.7815826913134827,0.21662831920161157,0,0.6200458888731157,1
RC0063145,974.65,upi,timeout,0.5549,772,7,1,5,6,3,2,0,1.0,0.9033789782886438,0,0.55995723371683,1
RC0063146,585.97,card,temporary_bank_error,0.5141,1157,10,1,2,5,1,2,0,0.8618968608222364,0.7359018690872788,0,0.6457112531348923,0
RC0063147,2142.39,card,unknown,0.6408,918,9,1,3,2,1,3,0,0.9932869460541279,0.8389155834671334,0,0.6200458888731157,1
RC0063148,1659.87,card,timeout,0.4121,151,11,2,3,9,2,2,0,0.7563363012679887,0.4730160972121376,0,0.669141894960796,0
RC0063149,16400.75,upi,timeout,0.6363,1475,7,2,2,5,2,0,0,0.8694176545874848,0.7355902372149151,1,0.55995723371683,0
RC0063150,3398.45,upi,insufficient_funds,0.5312,723,7,2,1,13,0,1,0,0.8287640327547751,0.16679610087181793,0,0.55995723371683,0
RC0063151,878.06,upi,unknown,0.7152,611,11,0,4,14,1,1,0,1.0,1.0,0,0.669141894960796,1
RC0063152,1675.41,card,authentication_failure,0.4166,45,9,4,1,5,3,2,0,0.5640127440566648,0.19369528011097986,0,0.6200458888731157,0
RC0063153,1316.12,upi,insufficient_funds,0.9233,1096,5,1,4,10,0,2,0,0.8508050988030883,0.949559544956702,0,0.4824894837218527,0
RC0063154,1740.83,upi,timeout,0.4192,1204,6,0,0,3,1,0,0,1.0,0.0,0,0.5239995654055677,0
RC0063155,590.4,upi,timeout,0.668,1324,22,3,2,11,0,3,0,0.8742890442158359,0.4606309395308525,0,0.8443337464867926,1
RC0063156,3892.96,upi,authentication_failure,0.8842,750,8,2,3,5,2,3,0,0.5137881028653604,0.639799338580044,0,0.5916741449658187,0
RC0063157,1286.41,wallet,timeout,0.9499,1385,6,2,1,0,1,1,0,0.7709168775277422,0.0,0,0.5239995654055677,0
RC0063158,3139.16,card,expired_instrument,0.7143,938,13,0,1,2,2,0,0,0.9965891726041085,1.0,0,0.7106519766445112,1
RC0063159,1077.58,netbanking,authentication_failure,0.7027,1344,10,2,5,3,0,2,0,0.7556805743470545,0.7336481610356547,0,0.6457112531348923,1
RC0063160,1283.9,upi,unknown,0.3992,577,14,3,4,14,0,0,0,0.8811454942558727,0.5358387416781698,0,0.7292305501170816,0
RC0063161,2980.47,upi,timeout,0.4842,260,13,2,5,3,2,2,0,0.9330158474059745,0.5155000873815494,0,0.7106519766445112,1
RC0063162,309.54,card,timeout,0.8556,589,7,2,0,4,0,2,0,0.5510211741684106,0.0,0,0.55995723371683,0
RC0063163,4166.09,upi,timeout,0.5175,720,7,0,1,3,1,0,1,0.8889218862155224,1.0,0,0.55995723371683,0
RC0063164,6278.61,upi,authentication_failure,0.731,406,9,0,2,2,2,1,0,0.8628272261608892,1.0,0,0.6200458888731157,1
RC0063165,6175.55,card,temporary_bank_error,0.7481,772,10,0,1,3,0,2,0,1.0,0.5487514848111028,0,0.6457112531348923,0
RC0063166,992.02,wallet,temporary_bank_error,0.4291,1248,6,0,1,5,3,1,0,0.6974077579918517,1.0,0,0.5239995654055677,1
RC0063167,2326.26,netbanking,timeout,0.7418,413,7,1,0,8,1,0,0,0.7772340634940937,0.8490734348469333,0,0.55995723371683,0
RC0063168,1231.8,card,temporary_bank_error,0.4437,1484,10,2,2,3,0,1,0,0.8143764956972539,0.4628275077440675,0,0.6457112531348923,1
RC0063169,508.92,card,timeout,0.7397,1436,5,0,2,12,2,2,0,1.0,0.7981713800394734,0,0.4824894837218527,0
RC0063170,1940.99,upi,temporary_bank_error,0.7213,1136,9,1,2,10,3,0,0,0.8500788677588651,0.71468410690313,0,0.6200458888731157,1
RC0063171,521.87,card,temporary_bank_error,0.6497,113,11,0,0,4,0,3,0,1.0,0.08943884353496295,0,0.669141894960796,1
RC0063172,2996.14,netbanking,expired_instrument,0.8191,267,8,2,5,2,2,2,0,0.9027840688040434,0.6625107795541206,0,0.5916741449658187,0
RC0063173,3610.16,netbanking,expired_instrument,0.8391,1062,14,1,4,5,0,3,0,0.9683374726992007,0.7565479142308897,0,0.7292305501170816,0
RC0063174,5394.27,card,expired_instrument,0.4032,285,6,1,4,0,3,3,0,0.8462410620056735,0.860090648989374,0,0.5239995654055677,0
RC0063175,2782.51,card,timeout,0.5847,505,10,1,2,6,2,1,0,0.8429997186716285,0.831076618596667,0,0.6457112531348923,0
RC0063176,1266.4,card,insufficient_funds,0.6637,601,8,1,4,7,2,3,0,0.9285817223939361,0.6860864882905316,0,0.5916741449658187,0
RC0063177,1532.95,upi,timeout,0.6566,1174,9,3,1,12,3,3,0,0.5838859078078765,0.3003845303895399,0,0.6200458888731157,0
RC0063178,1998.05,card,authentication_failure,0.6372,370,6,1,2,14,1,0,0,0.9075267674051003,0.6219304100050076,0,0.5239995654055677,0
RC0063179,6241.49,upi,authentication_failure,0.6598,1210,8,2,5,5,1,0,0,0.8567584042041023,0.676030673143371,0,0.5916741449658187,0
RC0063180,6297.65,upi,temporary_bank_error,0.5867,387,4,0,2,13,1,2,0,0.9150641242388261,1.0,0,0.43339347763417224,0
RC0063181,1675.81,upi,insufficient_funds,0.8492,251,9,2,1,13,2,2,0,0.8621170448231275,0.4021643153847852,0,0.6200458888731157,0
RC0063182,4150.54,netbanking,temporary_bank_error,0.7449,218,7,1,2,2,3,2,0,0.7315823583753912,0.45082734390451296,0,0.55995723371683,1
RC0063183,1160.86,upi,authentication_failure,0.5403,1318,6,1,2,6,0,3,0,1.0,0.47539306348322635,0,0.5239995654055677,0
RC0063184,2608.07,card,insufficient_funds,0.3969,976,10,2,8,4,0,3,0,0.5902363401434585,0.7909583493236246,0,0.6457112531348923,0
RC0063185,1337.44,upi,authentication_failure,0.9078,336,13,3,5,0,2,2,0,0.6436686837323211,0.6949103310631557,0,0.7106519766445112,0
RC0063186,2214.73,wallet,temporary_bank_error,0.8747,1237,7,1,2,2,2,1,0,0.8090301116117354,0.6280602129118832,0,0.55995723371683,0
RC0063187,895.1,upi,insufficient_funds,0.9406,982,9,0,4,0,2,3,0,1.0,1.0,0,0.6200458888731157,1
RC0063188,538.19,upi,temporary_bank_error,0.775,1174,4,3,1,10,0,3,0,0.41578194731256707,0.0,0,0.43339347763417224,0
RC0063189,624.04,card,unknown,0.4123,866,8,3,0,7,0,2,0,0.7929446481039709,0.0,0,0.5916741449658187,0
RC0063190,2954.72,wallet,temporary_bank_error,0.8804,379,2,1,1,4,3,2,0,0.4980662158363197,0.5255040793317577,0,0.2958370724829093,0
RC0063191,698.14,upi,insufficient_funds,0.8122,855,8,1,1,6,1,1,0,0.8842509242266687,0.49552380292044174,0,0.5916741449658187,0
RC0063192,1346.87,upi,insufficient_funds,0.4852,1108,9,4,1,6,1,1,0,0.4499326938138622,0.20117345020840757,0,0.6200458888731157,0
RC0063193,3836.75,card,timeout,0.7965,34,10,0,1,0,0,0,0,0.8521619966572498,1.0,0,0.6457112531348923,1
RC0063194,4664.98,upi,insufficient_funds,0.8187,985,8,2,2,9,1,3,0,0.8425831106088624,0.7654057853968346,0,0.5916741449658187,0
RC0063195,782.93,card,expired_instrument,0.8167,905,13,0,1,4,1,0,0,1.0,0.26638824264363237,0,0.7106519766445112,1
RC0063196,233.98,upi,unknown,0.5484,5,5,0,1,8,3,3,0,1.0,1.0,0,0.4824894837218527,0
RC0063197,909.15,card,temporary_bank_error,0.4946,1465,12,3,2,8,0,1,0,0.6854949482802323,0.40114740551864764,0,0.6906959960353908,0
RC0063198,2134.52,upi,temporary_bank_error,0.619,94,9,0,3,4,2,0,0,0.9403545356916633,1.0,0,0.6200458888731157,0
RC0063199,3184.44,netbanking,authentication_failure,0.2116,1047,10,2,3,13,2,1,0,0.8216645520650001,0.6966455114928125,0,0.6457112531348923,0
RC0063200,660.33,card,unknown,0.8184,64,8,2,2,12,2,3,0,0.8491505483661523,0.20650803046126892,0,0.5916741449658187,1
RC0063201,400.96,card,expired_instrument,0.5391,1416,7,0,3,2,1,3,0,0.9634705363797019,0.6495961794424076,0,0.55995723371683,0
RC0063202,832.07,upi,temporary_bank_error,0.8698,813,7,0,5,2,3,0,0,1.0,1.0,0,0.55995723371683,1
RC0063203,1157.76,upi,timeout,0.7857,1278,8,0,5,10,2,1,0,0.7155877806253599,1.0,0,0.5916741449658187,1
RC0063204,10614.94,card,authentication_failure,0.611,999,6,2,1,2,3,0,0,0.6148421040159538,0.4860038222361356,1,0.5239995654055677,0
RC0063205,1976.14,upi,temporary_bank_error,0.8691,1064,9,0,1,4,0,1,0,0.8387511375200564,1.0,0,0.6200458888731157,1
RC0063206,3124.04,upi,timeout,0.6604,1098,9,2,7,11,2,2,0,0.8074101986008346,0.7078725417941091,0,0.6200458888731157,0
RC0063207,4585.53,upi,unknown,0.7176,468,9,1,1,8,0,3,0,0.881817690334569,0.26879460703804775,0,0.6200458888731157,0
RC0063208,1228.35,upi,temporary_bank_error,0.573,1261,10,1,4,2,0,0,0,0.983190053461288,0.8827165919616744,0,0.6457112531348923,1
RC0063209,1960.46,card,temporary_bank_error,0.4939,1102,9,2,4,2,2,2,0,0.6514805072816676,0.8416172592648286,0,0.6200458888731157,1
RC0063210,2231.86,card,expired_instrument,0.5246,337,10,2,2,13,1,3,0,0.8557064418710156,0.6488092177327913,0,0.6457112531348923,0
RC0063211,3013.64,wallet,insufficient_funds,0.8994,1236,5,2,0,3,2,0,0,0.2851345153637322,0.0,0,0.4824894837218527,0
RC0063212,1613.64,upi,expired_instrument,0.6582,950,10,1,0,5,0,0,0,0.766051253679185,0.28509987732207176,0,0.6457112531348923,0
RC0063213,4371.74,upi,unknown,0.5797,1259,6,1,5,9,1,3,0,0.9573761790961072,0.8404772556779787,0,0.5239995654055677,0
RC0063214,4598.63,upi,insufficient_funds,0.5987,816,8,1,5,2,2,2,0,0.9449617531862274,0.7811968643203313,0,0.5916741449658187,0
RC0063215,1414.63,upi,timeout,0.5564,1058,10,1,2,9,0,2,0,0.8960028379015904,0.41187503857343993,0,0.6457112531348923,0
RC0063216,3431.53,upi,timeout,0.4545,461,7,1,2,0,0,1,0,0.7888096969055894,0.8486748990231803,0,0.55995723371683,1
RC0063217,2505.82,netbanking,timeout,0.513,951,5,1,4,12,2,3,0,0.6652571750570313,0.8031738021518858,0,0.4824894837218527,0
RC0063218,17293.24,upi,insufficient_funds,0.4582,1299,6,0,5,8,0,1,0,1.0,1.0,1,0.5239995654055677,0
RC0063219,3855.7,upi,authentication_failure,0.4911,1463,7,5,2,11,2,2,0,0.18104276913952105,0.374377555879716,0,0.55995723371683,0
RC0063220,2499.51,upi,timeout,0.7138,1467,10,2,4,12,0,0,0,0.6090887288440205,0.5848741326953374,0,0.6457112531348923,1
RC0063221,1109.48,wallet,timeout,0.8223,639,11,0,4,2,0,2,0,1.0,1.0,0,0.669141894960796,1
RC0063222,747.13,card,insufficient_funds,0.7264,614,8,2,1,12,1,1,0,0.5828289439349057,0.5444029073978961,0,0.5916741449658187,0
RC0063223,2818.97,netbanking,authentication_failure,0.6239,119,5,0,1,12,0,1,0,1.0,0.8911865702587308,0,0.4824894837218527,0
RC0063224,421.37,upi,unknown,0.8059,650,12,1,1,1,1,0,0,0.9358083955722916,0.47026436003586713,0,0.6906959960353908,1
RC0063225,7157.26,netbanking,authentication_failure,0.6881,1216,9,2,0,12,2,3,0,0.748001479654132,0.0,0,0.6200458888731157,0
RC0063226,312.65,card,temporary_bank_error,0.7272,19,11,2,1,1,2,3,0,0.6786081341281415,0.36330897729132755,0,0.669141894960796,1
RC0063227,750.51,upi,expired_instrument,0.7711,549,9,1,3,2,0,3,0,0.7372120385406884,1.0,0,0.6200458888731157,0
RC0063228,4211.43,card,unknown,0.5393,807,10,2,3,0,1,3,0,0.7356870548273047,0.8152099039521389,0,0.6457112531348923,0
RC0063229,1746.63,card,authentication_failure,0.6441,218,5,2,1,0,0,3,0,0.5771177531427115,0.8665619785627531,0,0.4824894837218527,1
RC0063230,2102.99,card,insufficient_funds,0.7142,472,7,5,2,10,1,0,0,0.6770608054616548,0.3657508037968839,0,0.55995723371683,0
RC0063231,1003.43,upi,temporary_bank_error,0.6275,948,11,3,3,12,1,0,0,0.6809027953771669,0.38058306575010725,0,0.669141894960796,1
RC0063232,1614.99,card,expired_instrument,0.821,944,11,1,2,12,1,0,0,0.8981394512994668,0.40972904426641327,0,0.669141894960796,0
RC0063233,3219.95,card,timeout,0.6599,625,6,0,0,0,3,0,1,0.9966743677196955,0.0,0,0.5239995654055677,0
RC0063234,887.25,card,authentication_failure,0.709,1496,6,2,2,8,1,0,0,0.8091184203114667,0.42957068170900675,0,0.5239995654055677,0
RC0063235,1440.57,card,authentication_failure,0.9145,642,9,2,1,4,0,1,0,0.7304183981840322,0.3704562561150447,0,0.6200458888731157,0
RC0063236,1808.12,card,temporary_bank_error,0.6852,41,9,1,3,11,2,2,0,0.8959058339484388,0.4649188696644373,0,0.6200458888731157,0
